,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Item Purchased_new,Age_group,location_new
409,410,35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,32,Bank Transfer,Monthly,bottoms,30s,Midwest
410,411,29,Male,Sweater,Clothing,26,Virginia,L,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Quarterly,tops,10-20s,South
411,412,59,Male,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,Yes,Express,Yes,Yes,15,PayPal,Annually,bottoms,50s,Midwest
412,413,24,Male,Jacket,Outerwear,74,Maine,M,Yellow,Summer,3.1,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Weekly,outers,10-20s,Northeast
413,414,70,Male,Jewelry,Accessories,99,Nevada,S,White,Summer,4.6,Yes,Free Shipping,Yes,Yes,48,Cash,Monthly,accessories,60s+,West
414,415,29,Male,Backpack,Accessories,88,Wyoming,L,Violet,Winter,2.6,Yes,Store Pickup,Yes,Yes,30,Debit Card,Weekly,bags,10-20s,West
415,416,67,Male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Express,Yes,Yes,40,Bank Transfer,Monthly,outers,60s+,Northeast
416,417,36,Male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,Free Shipping,Yes,Yes,24,Bank Transfer,Fortnightly,accessories,30s,West
417,418,23,Male,Sandals,Footwear,81,Mississippi,L,Beige,Fall,4.5,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,shoes,10-20s,South
418,419,18,Male,Sweater,Clothing,73,Illinois,L,Purple,Spring,3.0,Yes,Standard,Yes,Yes,27,Venmo,Bi-Weekly,tops,10-20s,Midwest
419,420,53,Male,Shorts,Clothing,91,Utah,S,Teal,Winter,3.5,Yes,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months,bottoms,50s,West
420,421,32,Male,Socks,Clothing,54,North Carolina,S,Peach,Spring,3.8,Yes,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly,wear_acc,30s,South
421,422,38,Male,Shirt,Clothing,40,Kentucky,M,Violet,Winter,3.5,Yes,Standard,Yes,Yes,48,Cash,Bi-Weekly,tops,30s,South
422,423,47,Male,Pants,Clothing,59,Minnesota,M,Purple,Fall,3.1,Yes,Store Pickup,Yes,Yes,32,Debit Card,Annually,bottoms,40s,Midwest
423,424,46,Male,Scarf,Accessories,26,New York,L,Teal,Spring,3.0,Yes,Store Pickup,Yes,Yes,21,Credit Card,Bi-Weekly,wear_acc,40s,Northeast
424,425,66,Male,Sweater,Clothing,23,Illinois,M,Gold,Winter,4.3,Yes,Standard,Yes,Yes,42,PayPal,Fortnightly,tops,60s+,Midwest
425,426,40,Male,Jeans,Clothing,87,North Dakota,S,Teal,Winter,3.3,Yes,Store Pickup,Yes,Yes,4,Credit Card,Quarterly,bottoms,40s,Midwest
426,427,43,Male,Pants,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Express,Yes,Yes,19,Credit Card,Quarterly,bottoms,40s,South
427,428,58,Male,Backpack,Accessories,91,Illinois,L,Black,Winter,4.5,Yes,Store Pickup,Yes,Yes,6,Credit Card,Quarterly,bags,50s,Midwest
428,429,21,Male,Coat,Outerwear,64,Wyoming,XL,Gold,Winter,2.9,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,outers,10-20s,West
429,430,42,Male,Sandals,Footwear,94,Washington,M,Gold,Winter,4.1,Yes,2-Day Shipping,Yes,Yes,21,Cash,Fortnightly,shoes,40s,West
430,431,24,Male,Shirt,Clothing,40,Texas,M,Brown,Summer,3.5,Yes,Store Pickup,Yes,Yes,40,Debit Card,Annually,tops,10-20s,West
431,432,43,Male,Hat,Accessories,76,New Hampshire,L,Cyan,Winter,3.4,Yes,Store Pickup,Yes,Yes,33,Cash,Fortnightly,wear_acc,40s,Northeast
432,433,47,Male,Shirt,Clothing,86,Indiana,S,Indigo,Fall,3.3,Yes,Free Shipping,Yes,Yes,26,Venmo,Weekly,tops,40s,Midwest
433,434,49,Male,Skirt,Clothing,92,Alabama,M,Orange,Fall,3.2,Yes,Store Pickup,Yes,Yes,23,Credit Card,Fortnightly,bottoms,40s,South
434,435,50,Male,Shoes,Footwear,52,Oklahoma,L,Pink,Spring,4.0,Yes,Store Pickup,Yes,Yes,39,PayPal,Every 3 Months,shoes,50s,West
435,436,51,Male,Coat,Outerwear,28,Montana,XL,Olive,Winter,3.6,Yes,Next Day Air,Yes,Yes,42,Bank Transfer,Monthly,outers,50s,West
436,437,40,Male,Pants,Clothing,46,Tennessee,L,Cyan,Summer,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Weekly,bottoms,40s,South
437,438,45,Male,Jewelry,Accessories,50,New Mexico,M,Peach,Summer,2.6,Yes,Next Day Air,Yes,Yes,41,PayPal,Annually,accessories,40s,West
438,439,52,Male,Belt,Accessories,23,Iowa,M,Turquoise,Winter,4.3,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly,accessories,50s,Midwest
439,440,62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,Free Shipping,Yes,Yes,31,Cash,Monthly,outers,60s+,West
440,441,20,Male,Shirt,Clothing,89,Oklahoma,XL,Maroon,Winter,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Fortnightly,tops,10-20s,West
441,442,43,Male,Hoodie,Clothing,81,Florida,M,Maroon,Winter,4.2,Yes,Standard,Yes,Yes,32,Credit Card,Annually,tops,40s,South
442,443,29,Male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,3.5,Yes,Store Pickup,Yes,Yes,31,Credit Card,Quarterly,accessories,10-20s,Midwest
443,444,22,Male,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Yes,Free Shipping,Yes,Yes,24,PayPal,Annually,accessories,10-20s,West
444,445,48,Male,Dress,Clothing,20,California,M,Red,Summer,4.3,Yes,Store Pickup,Yes,Yes,31,Debit Card,Annually,bottoms,40s,West
445,446,42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Standard,Yes,Yes,18,Venmo,Annually,shoes,40s,Midwest
446,447,19,Male,Shirt,Clothing,74,West Virginia,M,Silver,Summer,4.1,Yes,Store Pickup,Yes,Yes,15,Venmo,Monthly,tops,10-20s,South
447,448,60,Male,Shorts,Clothing,82,Washington,S,Turquoise,Spring,3.6,Yes,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months,bottoms,60s+,West
448,449,32,Male,Gloves,Accessories,23,Missouri,M,Yellow,Summer,3.4,Yes,Next Day Air,Yes,Yes,35,Bank Transfer,Fortnightly,wear_acc,30s,Midwest
449,450,26,Male,Jewelry,Accessories,45,New York,L,Peach,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,35,Bank Transfer,Monthly,accessories,10-20s,Northeast
450,451,25,Male,Boots,Footwear,21,Connecticut,L,Beige,Summer,2.7,Yes,Store Pickup,Yes,Yes,19,Credit Card,Monthly,shoes,10-20s,Northeast
451,452,66,Male,Jewelry,Accessories,31,Virginia,M,Pink,Summer,4.3,Yes,Express,Yes,Yes,26,Credit Card,Fortnightly,accessories,60s+,South
452,453,45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,3.3,Yes,Express,Yes,Yes,39,PayPal,Fortnightly,bottoms,40s,Midwest
453,454,54,Male,Jewelry,Accessories,56,Nebraska,XL,Peach,Winter,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Weekly,accessories,50s,Midwest
454,455,37,Male,Jacket,Outerwear,97,New Jersey,S,Gold,Summer,3.2,Yes,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly,outers,30s,Northeast
455,456,54,Male,Blouse,Clothing,100,Utah,XL,Gold,Fall,3.6,Yes,Store Pickup,Yes,Yes,50,Debit Card,Fortnightly,tops,50s,West
456,457,50,Male,Blouse,Clothing,96,North Carolina,S,Indigo,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly,tops,50s,South
457,458,25,Male,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months,wear_acc,10-20s,Northeast
458,459,47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,4.0,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Monthly,bottoms,40s,South
459,460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Standard,Yes,Yes,27,PayPal,Fortnightly,wear_acc,60s+,South
460,461,64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.7,Yes,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly,shoes,60s+,South
461,462,18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Express,Yes,Yes,20,Venmo,Weekly,shoes,10-20s,Midwest
462,463,59,Male,Jacket,Outerwear,81,Illinois,M,White,Fall,3.3,Yes,Express,Yes,Yes,48,Venmo,Every 3 Months,outers,50s,Midwest
463,464,37,Male,Jewelry,Accessories,81,Georgia,S,Orange,Summer,2.7,Yes,Standard,Yes,Yes,29,Venmo,Weekly,accessories,30s,South
464,465,23,Male,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,Next Day Air,Yes,Yes,45,PayPal,Monthly,accessories,10-20s,South
465,466,54,Male,Skirt,Clothing,88,Oklahoma,M,Pink,Summer,2.8,Yes,Next Day Air,Yes,Yes,25,Cash,Quarterly,bottoms,50s,West
466,467,38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,PayPal,Weekly,bottoms,30s,Northeast
467,468,19,Male,Backpack,Accessories,51,Nebraska,S,Orange,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Every 3 Months,bags,10-20s,Midwest
468,469,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5.0,Yes,Free Shipping,Yes,Yes,16,Cash,Quarterly,bags,30s,South
469,470,21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,30,Debit Card,Bi-Weekly,bottoms,10-20s,South
470,471,50,Male,Dress,Clothing,63,Minnesota,L,Teal,Summer,4.6,Yes,Express,Yes,Yes,6,Cash,Every 3 Months,bottoms,50s,Midwest
471,472,55,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,36,Bank Transfer,Quarterly,wear_acc,50s,Midwest
472,473,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly,bottoms,10-20s,South
473,474,34,Male,Coat,Outerwear,42,West Virginia,L,Olive,Spring,3.9,Yes,Store Pickup,Yes,Yes,29,PayPal,Every 3 Months,outers,30s,South
474,475,62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,2-Day Shipping,Yes,Yes,15,Cash,Quarterly,tops,60s+,South
475,476,21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,Free Shipping,Yes,Yes,18,Debit Card,Annually,shoes,10-20s,Midwest
476,477,21,Male,Scarf,Accessories,90,Connecticut,M,Magenta,Spring,3.5,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,wear_acc,10-20s,Northeast
477,478,42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,3.7,Yes,Free Shipping,Yes,Yes,49,Debit Card,Weekly,tops,40s,Midwest
478,479,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,Free Shipping,Yes,Yes,48,Venmo,Annually,accessories,30s,Midwest
479,480,39,Male,Handbag,Accessories,84,Iowa,L,Yellow,Winter,3.3,Yes,Store Pickup,Yes,Yes,43,Venmo,Monthly,bags,30s,Midwest
480,481,68,Male,Hoodie,Clothing,88,Vermont,M,Gray,Summer,4.8,Yes,Standard,Yes,Yes,30,Debit Card,Bi-Weekly,tops,60s+,Northeast
481,482,46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,10,PayPal,Fortnightly,wear_acc,40s,Midwest
482,483,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,2-Day Shipping,Yes,Yes,11,Venmo,Annually,accessories,40s,Northeast
483,484,23,Male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,Store Pickup,Yes,Yes,12,Debit Card,Weekly,tops,10-20s,West
484,485,68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,Free Shipping,Yes,Yes,28,Bank Transfer,Quarterly,wear_acc,60s+,Midwest
485,486,48,Male,Shoes,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly,shoes,40s,South
486,487,38,Male,Sandals,Footwear,63,New Mexico,M,Charcoal,Fall,2.8,Yes,Store Pickup,Yes,Yes,37,Venmo,Every 3 Months,shoes,30s,West
487,488,41,Male,Jacket,Outerwear,68,Iowa,L,Red,Winter,4.4,Yes,Store Pickup,Yes,Yes,22,Credit Card,Quarterly,outers,40s,Midwest
488,489,58,Male,Sweater,Clothing,29,Maine,L,Olive,Spring,4.6,Yes,Standard,Yes,Yes,32,Venmo,Weekly,tops,50s,Northeast
489,490,49,Male,Socks,Clothing,85,South Dakota,M,Green,Summer,3.2,Yes,Standard,Yes,Yes,40,PayPal,Annually,wear_acc,40s,Midwest
490,491,57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,2-Day Shipping,Yes,Yes,47,Cash,Monthly,shoes,50s,West
491,492,49,Male,Coat,Outerwear,69,Vermont,M,Silver,Summer,3.7,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Bi-Weekly,outers,40s,Northeast
492,493,50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,3.9,Yes,Standard,Yes,Yes,11,Debit Card,Weekly,tops,50s,Midwest
493,494,28,Male,Backpack,Accessories,48,Nevada,XL,Red,Summer,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Bi-Weekly,bags,10-20s,West
494,495,38,Male,Boots,Footwear,68,Indiana,M,Indigo,Winter,4.5,Yes,Express,Yes,Yes,42,Debit Card,Weekly,shoes,30s,Midwest
495,496,33,Male,Handbag,Accessories,36,Michigan,XL,Cyan,Fall,3.3,Yes,Free Shipping,Yes,Yes,6,Debit Card,Fortnightly,bags,30s,Midwest
496,497,30,Male,Dress,Clothing,63,California,S,Maroon,Fall,3.3,Yes,Express,Yes,Yes,31,Venmo,Fortnightly,bottoms,30s,West
497,498,43,Male,Sneakers,Footwear,39,Oklahoma,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,31,Cash,Weekly,shoes,40s,West
498,499,43,Male,Boots,Footwear,78,Iowa,M,Lavender,Spring,3.6,Yes,Free Shipping,Yes,Yes,27,Bank Transfer,Monthly,shoes,40s,Midwest
499,500,36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Yes,Express,Yes,Yes,24,PayPal,Monthly,shoes,30s,Northeast
500,501,36,Male,T-shirt,Clothing,31,Washington,L,Purple,Fall,4.8,Yes,Next Day Air,Yes,Yes,35,Venmo,Every 3 Months,tops,30s,West
501,502,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually,shoes,60s+,South
502,503,59,Male,Pants,Clothing,30,South Carolina,S,Cyan,Fall,2.8,Yes,Express,Yes,Yes,8,PayPal,Fortnightly,bottoms,50s,South
503,504,55,Male,Shoes,Footwear,24,West Virginia,M,Lavender,Summer,3.2,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Quarterly,shoes,50s,South
504,505,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,Yes,Free Shipping,Yes,Yes,26,PayPal,Annually,shoes,40s,Midwest
505,506,61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,Yes,Express,Yes,Yes,9,Cash,Bi-Weekly,tops,60s+,Northeast
506,507,28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,48,Debit Card,Annually,wear_acc,10-20s,South
507,508,65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5.0,Yes,Store Pickup,Yes,Yes,33,Debit Card,Fortnightly,bottoms,60s+,Northeast
508,509,27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,3.7,Yes,Store Pickup,Yes,Yes,31,PayPal,Quarterly,accessories,10-20s,Midwest
509,510,41,Male,T-shirt,Clothing,80,Delaware,L,Cyan,Summer,3.9,Yes,Free Shipping,Yes,Yes,17,Debit Card,Weekly,tops,40s,South
510,511,21,Male,Shirt,Clothing,87,West Virginia,M,Teal,Fall,3.9,Yes,2-Day Shipping,Yes,Yes,22,Venmo,Annually,tops,10-20s,South
511,512,61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,3.1,Yes,Free Shipping,Yes,Yes,8,PayPal,Annually,tops,60s+,West
512,513,19,Male,Gloves,Accessories,49,New York,L,Peach,Winter,3.3,Yes,Next Day Air,Yes,Yes,2,Bank Transfer,Monthly,wear_acc,10-20s,Northeast
513,514,22,Male,Scarf,Accessories,65,New Mexico,M,Peach,Fall,3.6,Yes,Store Pickup,Yes,Yes,45,Venmo,Annually,wear_acc,10-20s,West
514,515,64,Male,Skirt,Clothing,62,Indiana,S,Olive,Winter,4.3,Yes,Standard,Yes,Yes,47,PayPal,Quarterly,bottoms,60s+,Midwest
515,516,28,Male,Hat,Accessories,67,Kentucky,L,Charcoal,Spring,4.5,Yes,Next Day Air,Yes,Yes,7,Cash,Monthly,wear_acc,10-20s,South
516,517,34,Male,Hoodie,Clothing,41,West Virginia,L,Indigo,Fall,2.8,Yes,2-Day Shipping,Yes,Yes,19,Debit Card,Bi-Weekly,tops,30s,South
517,518,61,Male,Boots,Footwear,49,North Dakota,L,Silver,Fall,2.7,Yes,Free Shipping,Yes,Yes,44,Cash,Every 3 Months,shoes,60s+,Midwest
518,519,24,Male,Blouse,Clothing,100,Oregon,M,Beige,Fall,2.9,Yes,Next Day Air,Yes,Yes,16,Venmo,Every 3 Months,tops,10-20s,West
519,520,19,Male,Belt,Accessories,54,Minnesota,L,Blue,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Quarterly,accessories,10-20s,Midwest
520,521,51,Male,Sunglasses,Accessories,84,South Carolina,M,White,Spring,3.9,Yes,Free Shipping,Yes,Yes,20,Debit Card,Quarterly,accessories,50s,South
521,522,36,Male,Shorts,Clothing,41,Vermont,L,Gold,Winter,3.5,Yes,Standard,Yes,Yes,50,Bank Transfer,Annually,bottoms,30s,Northeast
522,523,65,Male,Gloves,Accessories,88,Minnesota,M,Blue,Spring,2.5,Yes,Store Pickup,Yes,Yes,37,Cash,Quarterly,wear_acc,60s+,Midwest
523,524,46,Male,Sandals,Footwear,40,Delaware,M,Orange,Spring,4.9,Yes,Express,Yes,Yes,5,PayPal,Quarterly,shoes,40s,South
524,525,59,Male,Shirt,Clothing,39,Pennsylvania,M,Gold,Summer,4.8,Yes,Free Shipping,Yes,Yes,44,PayPal,Annually,tops,50s,Northeast
525,526,51,Male,Coat,Outerwear,37,Iowa,M,Cyan,Spring,3.2,Yes,Next Day Air,Yes,Yes,41,Debit Card,Monthly,outers,50s,Midwest
526,527,51,Male,Pants,Clothing,52,New Jersey,S,Red,Winter,4.9,Yes,Standard,Yes,Yes,19,Cash,Monthly,bottoms,50s,Northeast
527,528,21,Male,T-shirt,Clothing,23,South Carolina,L,Yellow,Winter,4.3,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Every 3 Months,tops,10-20s,South
528,529,34,Male,Sneakers,Footwear,88,Maryland,S,Beige,Winter,3.2,Yes,Express,Yes,Yes,40,Cash,Annually,shoes,30s,South
529,530,32,Male,Shorts,Clothing,84,California,M,Orange,Fall,3.7,Yes,Standard,Yes,Yes,6,Credit Card,Monthly,bottoms,30s,West
530,531,48,Male,Coat,Outerwear,37,Montana,XL,Magenta,Winter,3.2,Yes,Store Pickup,Yes,Yes,25,Credit Card,Bi-Weekly,outers,40s,West
531,532,50,Male,Sandals,Footwear,51,Vermont,L,Purple,Fall,3.4,Yes,Next Day Air,Yes,Yes,42,Cash,Weekly,shoes,50s,Northeast
532,533,26,Male,Pants,Clothing,76,Texas,L,Black,Winter,4.1,Yes,Express,Yes,Yes,35,Bank Transfer,Every 3 Months,bottoms,10-20s,West
533,534,57,Male,Sandals,Footwear,60,North Carolina,L,Pink,Spring,4.5,Yes,Next Day Air,Yes,Yes,17,Debit Card,Weekly,shoes,50s,South
534,535,65,Male,Gloves,Accessories,72,Florida,L,Pink,Fall,4.5,Yes,Next Day Air,Yes,Yes,4,PayPal,Quarterly,wear_acc,60s+,South
535,536,56,Male,T-shirt,Clothing,45,West Virginia,L,Maroon,Spring,3.2,Yes,Free Shipping,Yes,Yes,24,Bank Transfer,Weekly,tops,50s,South
536,537,44,Male,Jacket,Outerwear,84,Illinois,S,Maroon,Fall,4.4,Yes,Store Pickup,Yes,Yes,16,Debit Card,Every 3 Months,outers,40s,Midwest
537,538,50,Male,Blouse,Clothing,49,Virginia,S,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,Yes,14,Debit Card,Annually,tops,50s,South
538,539,27,Male,Socks,Clothing,22,Virginia,XL,Green,Spring,3.2,Yes,Free Shipping,Yes,Yes,43,Cash,Weekly,wear_acc,10-20s,South
539,540,49,Male,Coat,Outerwear,48,Wyoming,M,Violet,Winter,4.0,Yes,Store Pickup,Yes,Yes,49,Debit Card,Weekly,outers,40s,West
540,541,49,Male,Dress,Clothing,37,South Carolina,M,Lavender,Spring,3.1,Yes,Next Day Air,Yes,Yes,33,Cash,Every 3 Months,bottoms,40s,South
541,542,52,Male,Jacket,Outerwear,27,Connecticut,L,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,45,Cash,Bi-Weekly,outers,50s,Northeast
542,543,27,Male,Boots,Footwear,79,Illinois,XL,Teal,Spring,4.6,Yes,Next Day Air,Yes,Yes,35,Cash,Bi-Weekly,shoes,10-20s,Midwest
543,544,53,Male,Skirt,Clothing,98,Alabama,S,Red,Spring,4.3,Yes,Express,Yes,Yes,11,Credit Card,Monthly,bottoms,50s,South
544,545,34,Male,Sandals,Footwear,64,Washington,S,Yellow,Summer,3.3,Yes,Standard,Yes,Yes,30,Bank Transfer,Every 3 Months,shoes,30s,West
545,546,33,Male,Coat,Outerwear,32,Alabama,L,Magenta,Summer,3.5,Yes,2-Day Shipping,Yes,Yes,48,Debit Card,Annually,outers,30s,South
546,547,62,Male,Hoodie,Clothing,74,New Mexico,M,Brown,Winter,3.4,Yes,Free Shipping,Yes,Yes,45,Venmo,Bi-Weekly,tops,60s+,West
547,548,38,Male,Jacket,Outerwear,50,Nevada,M,Blue,Winter,2.8,Yes,Free Shipping,Yes,Yes,26,Venmo,Weekly,outers,30s,West
548,549,36,Male,Backpack,Accessories,64,Nebraska,M,Black,Winter,4.6,Yes,Store Pickup,Yes,Yes,41,Debit Card,Every 3 Months,bags,30s,Midwest
549,550,31,Male,Backpack,Accessories,29,Arizona,S,Olive,Fall,3.6,Yes,Express,Yes,Yes,37,Venmo,Bi-Weekly,bags,30s,West
550,551,62,Male,Belt,Accessories,62,Georgia,M,Olive,Summer,3.3,Yes,Store Pickup,Yes,Yes,12,PayPal,Weekly,accessories,60s+,South
551,552,29,Male,Coat,Outerwear,78,Idaho,XL,Green,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly,outers,10-20s,West
552,553,24,Male,T-shirt,Clothing,94,Missouri,M,Peach,Fall,3.5,Yes,Express,Yes,Yes,18,Bank Transfer,Weekly,tops,10-20s,Midwest
553,554,63,Male,Sunglasses,Accessories,59,Florida,M,White,Winter,3.2,Yes,Express,Yes,Yes,15,Credit Card,Quarterly,accessories,60s+,South
554,555,56,Male,Sneakers,Footwear,47,Minnesota,M,Red,Summer,3.0,Yes,Express,Yes,Yes,34,Bank Transfer,Weekly,shoes,50s,Midwest
555,556,63,Male,Gloves,Accessories,57,Maine,M,White,Fall,4.8,Yes,Express,Yes,Yes,37,Venmo,Annually,wear_acc,60s+,Northeast
556,557,40,Male,Coat,Outerwear,90,Montana,L,Indigo,Winter,5.0,Yes,Store Pickup,Yes,Yes,21,Cash,Fortnightly,outers,40s,West
557,558,18,Male,Shirt,Clothing,60,Alaska,M,White,Spring,2.9,Yes,Free Shipping,Yes,Yes,31,Debit Card,Weekly,tops,10-20s,West
558,559,50,Male,Sneakers,Footwear,77,Iowa,L,Teal,Fall,3.2,Yes,Express,Yes,Yes,43,Debit Card,Every 3 Months,shoes,50s,Midwest
559,560,66,Male,Scarf,Accessories,41,Arizona,M,Indigo,Fall,2.9,Yes,Store Pickup,Yes,Yes,22,Bank Transfer,Monthly,wear_acc,60s+,West
560,561,25,Male,Jewelry,Accessories,48,Louisiana,L,Red,Fall,3.3,Yes,Free Shipping,Yes,Yes,12,Debit Card,Annually,accessories,10-20s,South
561,562,65,Male,Jacket,Outerwear,65,Alabama,M,Blue,Fall,2.6,Yes,Next Day Air,Yes,Yes,25,PayPal,Fortnightly,outers,60s+,South
562,563,53,Male,Jeans,Clothing,62,Missouri,M,Blue,Summer,3.5,Yes,Standard,Yes,Yes,40,Debit Card,Annually,bottoms,50s,Midwest
563,564,61,Male,Shoes,Footwear,99,Idaho,M,Black,Fall,4.4,Yes,Standard,Yes,Yes,16,Debit Card,Quarterly,shoes,60s+,West
564,565,67,Male,Hoodie,Clothing,58,Florida,M,Olive,Winter,3.4,Yes,Next Day Air,Yes,Yes,30,Bank Transfer,Weekly,tops,60s+,South
565,566,59,Male,Backpack,Accessories,43,Idaho,L,Lavender,Fall,4.2,Yes,Store Pickup,Yes,Yes,10,Venmo,Weekly,bags,50s,West
566,567,55,Male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,3.6,Yes,Store Pickup,Yes,Yes,1,Debit Card,Fortnightly,shoes,50s,South
567,568,21,Male,Blouse,Clothing,50,New Hampshire,S,Red,Winter,3.0,Yes,Next Day Air,Yes,Yes,24,Venmo,Fortnightly,tops,10-20s,Northeast
568,569,44,Male,Pants,Clothing,88,Utah,L,Red,Summer,4.0,Yes,Free Shipping,Yes,Yes,36,PayPal,Monthly,bottoms,40s,West
569,570,65,Male,Skirt,Clothing,33,Alabama,M,Pink,Fall,4.4,Yes,Express,Yes,Yes,46,Credit Card,Every 3 Months,bottoms,60s+,South
570,571,65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,Yes,Standard,Yes,Yes,20,Cash,Annually,tops,60s+,Midwest
571,572,54,Male,Jacket,Outerwear,76,Kentucky,XL,Cyan,Spring,3.6,Yes,Free Shipping,Yes,Yes,37,Venmo,Weekly,outers,50s,South
572,573,56,Male,Scarf,Accessories,97,South Carolina,XL,Cyan,Summer,4.6,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Annually,wear_acc,50s,South
573,574,58,Male,Pants,Clothing,68,California,M,Charcoal,Summer,3.2,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Bi-Weekly,bottoms,50s,West
